event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0527,2026-04-17,REV032,handoff,High,3738
EV0528,2026-04-18,REV030,exception,Low,13223
EV0529,2026-04-19,REV021,stakeholder_request,Low,18407
EV0530,2026-04-20,REV025,handoff,High,4907
EV0531,2026-04-21,REV001,launch,Medium,39050
EV0532,2026-04-22,REV015,experiment,High,46067
EV0533,2026-04-23,REV023,stakeholder_request,High,1128
EV0534,2026-04-24,REV035,qa_check,High,25483
EV0535,2026-04-25,REV005,exception,High,47313
EV0536,2026-04-26,REV009,launch,Low,38791
EV0537,2026-04-27,REV015,experiment,Low,51212
EV0538,2026-04-28,REV031,stakeholder_request,Low,3946
EV0539,2026-04-29,REV025,handoff,Low,19814
EV0540,2026-04-30,REV024,experiment,High,900
EV0541,2026-05-01,REV006,exception,Low,35648
EV0542,2026-05-02,REV005,exception,Medium,47999
EV0543,2026-05-03,REV019,handoff,Low,47672
EV0544,2026-05-04,REV025,experiment,Low,36099
EV0545,2026-05-05,REV017,launch,Medium,25866
EV0546,2026-05-06,REV021,handoff,Low,26403
EV0547,2026-05-07,REV025,handoff,Medium,16057
EV0548,2026-05-08,REV030,launch,High,36512
EV0549,2026-05-09,REV001,stakeholder_request,High,43454
EV0550,2026-05-10,REV032,exception,High,35697
EV0551,2026-05-11,REV006,experiment,High,19406
EV0552,2026-05-12,REV036,qa_check,Medium,46395
EV0553,2026-05-13,REV014,qa_check,Medium,11879
EV0554,2026-05-14,REV020,qa_check,Low,42914
EV0555,2026-05-15,REV029,experiment,Medium,4147
EV0556,2026-05-16,REV006,launch,High,7864
EV0557,2026-05-17,REV030,exception,Low,17207
EV0558,2026-05-18,REV019,handoff,Low,43303
EV0559,2026-05-19,REV002,launch,Low,29412
EV0560,2026-05-20,REV009,launch,Low,21605
EV0561,2026-01-01,REV007,handoff,Low,2319
EV0562,2026-01-02,REV008,exception,High,12044
EV0563,2026-01-03,REV028,exception,Medium,12759
EV0564,2026-01-04,REV001,experiment,Medium,41098
EV0565,2026-01-05,REV022,qa_check,High,27628
EV0566,2026-01-06,REV005,experiment,Low,10471
EV0567,2026-01-07,REV004,stakeholder_request,High,42390
EV0568,2026-01-08,REV027,stakeholder_request,High,30334
EV0569,2026-01-09,REV014,qa_check,High,16804
EV0570,2026-01-10,REV027,stakeholder_request,High,34787
EV0571,2026-01-11,REV009,experiment,Medium,19870
EV0572,2026-01-12,REV004,stakeholder_request,High,18534
EV0573,2026-01-13,REV030,handoff,Low,17488
EV0574,2026-01-14,REV014,experiment,High,19285
EV0575,2026-01-15,REV009,experiment,High,23845
EV0576,2026-01-16,REV034,handoff,Low,51868
EV0577,2026-01-17,REV034,launch,Medium,50012
EV0578,2026-01-18,REV034,handoff,High,45567
EV0579,2026-01-19,REV031,launch,Medium,4263
EV0580,2026-01-20,REV007,experiment,High,42174
EV0581,2026-01-21,REV015,handoff,Medium,7616
EV0582,2026-01-22,REV028,launch,Medium,36761
EV0583,2026-01-23,REV012,stakeholder_request,Low,43088
EV0584,2026-01-24,REV020,handoff,Medium,27673
EV0585,2026-01-25,REV010,stakeholder_request,Medium,20171
EV0586,2026-01-26,REV014,experiment,Medium,18239
EV0587,2026-01-27,REV008,launch,High,48525
EV0588,2026-01-28,REV013,launch,Medium,21696
EV0589,2026-01-29,REV029,qa_check,Medium,45393
EV0590,2026-01-30,REV016,experiment,High,17840
EV0591,2026-01-31,REV008,handoff,Low,15733
EV0592,2026-02-01,REV015,qa_check,Low,15893
EV0593,2026-02-02,REV009,experiment,High,26566
EV0594,2026-02-03,REV012,qa_check,Medium,17585
EV0595,2026-02-04,REV032,launch,High,30048
EV0596,2026-02-05,REV029,experiment,Medium,34960
EV0597,2026-02-06,REV028,handoff,Low,50256
EV0598,2026-02-07,REV008,experiment,Medium,8398
EV0599,2026-02-08,REV022,experiment,Medium,12699
EV0600,2026-02-09,REV023,stakeholder_request,High,36853
EV0601,2026-02-10,REV006,stakeholder_request,Low,40536
EV0602,2026-02-11,REV025,experiment,Medium,44820
EV0603,2026-02-12,REV011,launch,Low,33028
EV0604,2026-02-13,REV036,launch,High,19007
EV0605,2026-02-14,REV024,qa_check,Medium,19698
EV0606,2026-02-15,REV024,experiment,Medium,42236
EV0607,2026-02-16,REV010,handoff,Low,2710
EV0608,2026-02-17,REV020,handoff,Medium,21558
EV0609,2026-02-18,REV029,stakeholder_request,High,8476
EV0610,2026-02-19,REV005,exception,High,37586
EV0611,2026-02-20,REV034,qa_check,Low,39468
EV0612,2026-02-21,REV020,qa_check,High,27556
EV0613,2026-02-22,REV008,experiment,Low,29264
EV0614,2026-02-23,REV002,experiment,High,38089
EV0615,2026-02-24,REV031,stakeholder_request,Low,6796
EV0616,2026-02-25,REV022,experiment,High,17690
EV0617,2026-02-26,REV015,exception,Low,6334
EV0618,2026-02-27,REV002,experiment,Medium,24457
EV0619,2026-02-28,REV008,launch,Medium,32174
EV0620,2026-03-01,REV013,handoff,High,25004
EV0621,2026-03-02,REV023,exception,High,26555
EV0622,2026-03-03,REV013,qa_check,High,5618
EV0623,2026-03-04,REV036,stakeholder_request,High,46789
EV0624,2026-03-05,REV018,handoff,Medium,35115
EV0625,2026-03-06,REV023,exception,Low,33613
EV0626,2026-03-07,REV018,exception,Low,21933
EV0627,2026-03-08,REV017,exception,Low,46255
EV0628,2026-03-09,REV016,handoff,High,40932
EV0629,2026-03-10,REV019,handoff,Medium,37228
EV0630,2026-03-11,REV007,handoff,Medium,45415
EV0631,2026-03-12,REV009,launch,High,42329
EV0632,2026-03-13,REV006,handoff,Medium,45875
EV0633,2026-03-14,REV022,experiment,Low,13372
EV0634,2026-03-15,REV007,launch,High,34448
EV0635,2026-03-16,REV036,exception,Medium,14629
EV0636,2026-03-17,REV002,handoff,Low,15596
EV0637,2026-03-18,REV003,experiment,High,10492
EV0638,2026-03-19,REV035,experiment,High,40004
EV0639,2026-03-20,REV007,exception,High,16857
EV0640,2026-03-21,REV025,experiment,High,35694
EV0641,2026-03-22,REV033,qa_check,Low,49723
EV0642,2026-03-23,REV023,experiment,Low,2863
EV0643,2026-03-24,REV003,exception,High,25514
EV0644,2026-03-25,REV024,experiment,Low,5935
EV0645,2026-03-26,REV028,exception,High,25112
EV0646,2026-03-27,REV027,experiment,Low,14334
EV0647,2026-03-28,REV011,launch,Low,46120
EV0648,2026-03-29,REV014,stakeholder_request,High,3974
EV0649,2026-03-30,REV022,experiment,Medium,15834
EV0650,2026-03-31,REV001,exception,Low,10470
EV0651,2026-04-01,REV032,handoff,Low,13435
EV0652,2026-04-02,REV033,experiment,High,31067
EV0653,2026-04-03,REV024,launch,Medium,31909
EV0654,2026-04-04,REV010,exception,High,32788
EV0655,2026-04-05,REV036,qa_check,High,673
EV0656,2026-04-06,REV028,qa_check,Low,15298
EV0657,2026-04-07,REV007,stakeholder_request,High,17426
EV0658,2026-04-08,REV006,qa_check,High,25489
EV0659,2026-04-09,REV023,handoff,High,16723
EV0660,2026-04-10,REV025,handoff,Low,20789
EV0661,2026-04-11,REV008,exception,Medium,8257
EV0662,2026-04-12,REV002,qa_check,High,44676
EV0663,2026-04-13,REV024,handoff,Medium,9370
EV0664,2026-04-14,REV019,handoff,Medium,44927
EV0665,2026-04-15,REV020,experiment,Medium,32277
EV0666,2026-04-16,REV026,qa_check,High,4072
EV0667,2026-04-17,REV015,exception,Medium,23011
EV0668,2026-04-18,REV002,experiment,Low,21578
EV0669,2026-04-19,REV013,stakeholder_request,High,9584
EV0670,2026-04-20,REV009,launch,High,38740
EV0671,2026-04-21,REV024,exception,Medium,47374
EV0672,2026-04-22,REV023,handoff,Low,30305
EV0673,2026-04-23,REV005,experiment,Low,13218
EV0674,2026-04-24,REV033,exception,Medium,44800
EV0675,2026-04-25,REV011,exception,High,20738
EV0676,2026-04-26,REV009,exception,Low,42090
EV0677,2026-04-27,REV016,qa_check,Medium,14876
EV0678,2026-04-28,REV028,qa_check,Medium,43149
EV0679,2026-04-29,REV010,stakeholder_request,Low,39151
EV0680,2026-04-30,REV005,launch,Medium,25551
EV0681,2026-05-01,REV028,exception,Medium,42635
EV0682,2026-05-02,REV026,handoff,High,28181
EV0683,2026-05-03,REV012,exception,Low,50648
EV0684,2026-05-04,REV027,handoff,Medium,1662
EV0685,2026-05-05,REV011,stakeholder_request,High,29670
EV0686,2026-05-06,REV007,experiment,High,22503
EV0687,2026-05-07,REV029,qa_check,Low,12972
EV0688,2026-05-08,REV015,launch,High,46968
EV0689,2026-05-09,REV027,exception,High,23469
EV0690,2026-05-10,REV032,launch,Low,28657
EV0691,2026-05-11,REV017,handoff,Low,51289
EV0692,2026-05-12,REV010,launch,Low,39310
EV0693,2026-05-13,REV007,launch,High,34559
EV0694,2026-05-14,REV028,stakeholder_request,High,32333
EV0695,2026-05-15,REV014,experiment,Low,49412
EV0696,2026-05-16,REV036,qa_check,High,21537
EV0697,2026-05-17,REV031,experiment,Medium,39716
EV0698,2026-05-18,REV027,launch,Medium,5596
EV0699,2026-05-19,REV024,experiment,High,13515
EV0700,2026-05-20,REV024,stakeholder_request,Medium,50230
EV0701,2026-01-01,REV032,launch,Medium,36691
EV0702,2026-01-02,REV019,handoff,Low,13098
EV0703,2026-01-03,REV008,handoff,High,23852
EV0704,2026-01-04,REV020,experiment,High,44417
EV0705,2026-01-05,REV010,stakeholder_request,Low,47426
EV0706,2026-01-06,REV015,launch,Medium,9298
EV0707,2026-01-07,REV028,handoff,Medium,31982
EV0708,2026-01-08,REV036,stakeholder_request,High,46296
EV0709,2026-01-09,REV020,stakeholder_request,Medium,18270
EV0710,2026-01-10,REV006,exception,High,47686
EV0711,2026-01-11,REV015,launch,Low,18477
EV0712,2026-01-12,REV003,experiment,Medium,18450
EV0713,2026-01-13,REV025,experiment,High,29203
EV0714,2026-01-14,REV025,stakeholder_request,Low,26493
EV0715,2026-01-15,REV024,qa_check,High,47653
EV0716,2026-01-16,REV021,handoff,Medium,1566
EV0717,2026-01-17,REV030,exception,High,39552
EV0718,2026-01-18,REV002,experiment,High,916
EV0719,2026-01-19,REV001,qa_check,Medium,13277
EV0720,2026-01-20,REV025,stakeholder_request,Medium,14655
EV0721,2026-01-21,REV007,experiment,Medium,45708
EV0722,2026-01-22,REV003,experiment,High,31837
EV0723,2026-01-23,REV003,launch,Low,2295
EV0724,2026-01-24,REV032,launch,High,6772
EV0725,2026-01-25,REV029,experiment,Medium,32848
EV0726,2026-01-26,REV011,handoff,Low,34538
EV0727,2026-01-27,REV003,qa_check,High,40545
EV0728,2026-01-28,REV026,launch,Low,14731
EV0729,2026-01-29,REV013,experiment,Low,29654
EV0730,2026-01-30,REV027,exception,High,39421
EV0731,2026-01-31,REV030,experiment,High,44480
EV0732,2026-02-01,REV023,handoff,Low,11829
EV0733,2026-02-02,REV001,stakeholder_request,Low,8527
EV0734,2026-02-03,REV026,exception,Low,40729
EV0735,2026-02-04,REV019,launch,Low,30382
EV0736,2026-02-05,REV027,handoff,Medium,14059
EV0737,2026-02-06,REV008,launch,High,43311
EV0738,2026-02-07,REV024,qa_check,High,51262
EV0739,2026-02-08,REV020,stakeholder_request,Low,14584
EV0740,2026-02-09,REV025,handoff,High,31833
EV0741,2026-02-10,REV018,handoff,Medium,3509
EV0742,2026-02-11,REV030,qa_check,Low,2597
EV0743,2026-02-12,REV011,launch,Medium,16690
EV0744,2026-02-13,REV016,launch,High,21697
EV0745,2026-02-14,REV009,exception,Medium,21002
EV0746,2026-02-15,REV013,stakeholder_request,High,5807
EV0747,2026-02-16,REV034,stakeholder_request,Low,11288
EV0748,2026-02-17,REV005,stakeholder_request,Low,44056
EV0749,2026-02-18,REV023,qa_check,High,29770
EV0750,2026-02-19,REV030,qa_check,Low,45679
EV0751,2026-02-20,REV011,qa_check,Medium,34178
EV0752,2026-02-21,REV030,qa_check,Medium,8884
EV0753,2026-02-22,REV013,qa_check,High,26606
EV0754,2026-02-23,REV008,experiment,Medium,35434
EV0755,2026-02-24,REV021,exception,Low,31079
EV0756,2026-02-25,REV011,launch,Medium,39452
EV0757,2026-02-26,REV015,experiment,High,22840
EV0758,2026-02-27,REV023,experiment,High,25943
EV0759,2026-02-28,REV011,experiment,High,15359
EV0760,2026-03-01,REV036,launch,Low,12038
